# unassigned_PDBID  line_TMscore_max  TMscore_max  corresponding_PDBID  corresponding_SCOPID  topology  topology_string
3BS9_A  1063  0.83925  1H6K_X  d1h6kx_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3BT4_A  4364  0.46125  1XJ1_A  d1xj1a_  0-4-0    +B+0.-B+1.+B+2.-B+3.
3BU4_A  1181  0.99894  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
3BV8_A  1720  0.53625  1KN6_A  d1kn6a_  0-4-1    +B+0.-C+0.+B+2.-B+1.-B-1.
3C03_C  101   0.41799  1AUU_A  d1auua_  0-4-0    +B+0.-B-1.+B-2.-B-3.
3C0C_A  3475  0.89089  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
3C0D_A  794   0.75195  1FQT_A  d1fqta_  0-4+4-0  +E+0.-E-1.+E-2.-B+0.+B-1.-B-2.+B-3.-E-3.
3C1R_A  1757  0.83723  1KTE_A  d1ktea_  2-4-2    -C+0.+B+0.-A+0.+B-1.+C+1.-B+1.+B+2.-A+1.
3C1S_A  1757  0.83405  1KTE_A  d1ktea_  2-4-2    -C+0.+B+0.-A+0.+B-1.+C+1.-B+1.+B+2.-A+1.
3C2C_A  326   0.83041  1COT_A  d1cota_  0-3-1    -A+0.+B+0.-B-1.+B+1.
3C4S_A  5493  0.70463  2GQV_A  d2gqva1  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
3C57_B  4131  0.47781  1WI9_A  d1wi9a_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
3C5K_A  2880  0.52004  1R0R_I  d1r0ri_  0-3-1    +B+0.-B-1.+A+0.-B+1.
3CA7_A  5018  0.49091  2BZ6_L  d2bz6l1  0-4-0    +B+0.-B+1.+B+2.-B+3.
3CAB_A  2460  0.70824  1OOH_A  d1ooha_  0-2-2    +B+0.+B+1.-C+0.+C+1.
3CAF_A  844   0.82559  1G1C_A  d1g1ca_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3CAO_A  329   0.43306  1CPZ_A  d1cpza_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3CAR_A  329   0.43154  1CPZ_A  d1cpza_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3CBZ_A  5250  0.93039  2F0A_A  d2f0aa1  0-4-1    +B+0.+B-2.-B-3.+A+0.-B-1.
3CCD_A  2465  0.96414  1OPD_A  d1opda_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
3CDN_A  2460  0.71703  1OOH_A  d1ooha_  0-2-2    +B+0.+B+1.-C+0.+C+1.
3CE7_A  734   0.5129   1FE0_A  d1fe0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3CEC_A  3682  0.73823  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
3CED_A  742   0.67463  1FFG_B  d1ffgb_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3CJK_A  734   0.97338  1FE0_A  d1fe0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3CJK_B  107   0.94691  1AW0_A  d1aw0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3CJS_A  742   0.54829  1FFG_B  d1ffgb_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3CJS_B  4132  0.52619  1WIB_A  d1wiba_  0-3-2    +B+0.-A+0.+A-1.-B-1.+B-2.
3CNR_A  2015  0.52698  1MHN_A  d1mhna_  0-3-1    +B+0.-B-1.+B-2.-C+0.
3CP0_A  276   0.60267  1C9O_A  d1c9oa_  0-4+4-0  +E+0.-B+0.+B-1.-B-2.+E+3.+B+1.-E+1.+E+2.
3CPQ_A  1073  0.94214  1H7M_A  d1h7ma_  2-4-2    -A+0.+B+0.-C+0.+B+2.-C+1.+B+3.-A-1.-B+1.
3CQT_A  313   0.87636  1CKA_A  d1ckaa_  0-2+5-0  +B+0.-E+0.+E+1.-B-1.+B-2.-B-3.-B+1.
3CTO_A  5712  0.74624  2ODK_A  d2odka1  0-3-1    +B+0.-C+0.+B+1.-B+2.
3CTR_A  5053  0.49401  2CC6_A  d2cc6a1  0-3-1    +B+0.-C+0.+B+2.-B+1.
3CU4_A  347   0.78233  1CTJ_A  d1ctja_  0-2-2    +C+0.+B+0.-B+1.+C+1.
3CVB_A  161   0.97329  1BAW_A  d1bawa_  0-4+4-0  +B+0.-B+1.-E+0.+B-1.-E-3.-B-2.+E-2.-E-1.
3CVC_A  161   0.97435  1BAW_A  d1bawa_  0-4+4-0  +B+0.-B+1.-E+0.+B-1.-E-3.-B-2.+E-2.-E-1.
3CVD_A  161   0.98144  1BAW_A  d1bawa_  0-4+4-0  +B+0.-B+1.-E+0.+B-1.-E-3.-B-2.+E-2.-E-1.
3CW3_A  2228  0.64854  1NPS_A  d1npsa_  0-4+4-0  +E+0.-E+1.+B+0.-E-1.+B-2.-B-3.+E-2.-B-1.
3CWI_A  4735  0.85084  1ZUD_2  d1zud21  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
3CX2_A  844   0.83619  1G1C_A  d1g1ca_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3CXB_B  727   0.85649  1FAO_A  d1faoa_  0-5-1    +B+0.-B-1.-B+3.+B+2.-B+1.+A+0.
3CYI_A  2656  0.40818  1PTQ_A  d1ptqa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
3CYR_A  3682  0.41938  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
3CYT_I  326   0.73529  1COT_A  d1cota_  0-3-1    -A+0.+B+0.-B-1.+B+1.
3CZC_A  3916  0.64802  1VKR_A  d1vkra_  1-4-2    +B+0.-C+0.+B+1.+B-1.-A+0.+B-2.-C-1.
3D2N_A  5114  0.38682  2CS7_A  d2cs7a1  0-2+3-0  +E+0.-E-1.-B+0.+B-1.-B-2.
3D2Q_A  2824  0.37371  1QPM_A  d1qpma_  0-3-2    +B+0.-A+0.+B-2.-B-1.+A+1.
3D33_A  3344  0.64989  1TEN_A  d1tena_  0-3+4-0  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.+B+2.
3D4A_A  1881  0.92599  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
3D4M_A  1757  0.83938  1KTE_A  d1ktea_  2-4-2    -C+0.+B+0.-A+0.+B-1.+C+1.-B+1.+B+2.-A+1.
3D4T_A  3418  0.69143  1TTZ_A  d1ttza_  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
3D5G_A  1881  0.92019  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
3D5I_A  1881  0.90093  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
3D5J_A  1757  0.82741  1KTE_A  d1ktea_  2-4-2    -C+0.+B+0.-A+0.+B-1.+C+1.-B+1.+B+2.-A+1.
3D6I_A  5620  0.90262  2IFQ_A  d2ifqa1  1-5-2    +B+0.-A+0.+B-2.-C+0.+B-1.-B-3.+B-4.-C-1.
3D73_A  2460  0.71374  1OOH_A  d1ooha_  0-2-2    +B+0.+B+1.-C+0.+C+1.
3D74_A  2460  0.71504  1OOH_A  d1ooha_  0-2-2    +B+0.+B+1.-C+0.+C+1.
3D75_A  2460  0.71691  1OOH_A  d1ooha_  0-2-2    +B+0.+B+1.-C+0.+C+1.
3D76_A  2460  0.71205  1OOH_A  d1ooha_  0-2-2    +B+0.+B+1.-C+0.+C+1.
3D77_A  2460  0.70716  1OOH_A  d1ooha_  0-2-2    +B+0.+B+1.-C+0.+C+1.
3D78_A  2460  0.7138   1OOH_A  d1ooha_  0-2-2    +B+0.+B+1.-C+0.+C+1.
3D7C_A  2576  0.54436  1PCH_A  d1pcha_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
3D8L_A  183   0.43625  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
3DAR_A  844   0.8182   1G1C_A  d1g1ca_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3DGL_A  3350  0.45465  1TFI_A  d1tfia_  0-4-0    +B+0.-B-1.+B-2.-B-3.
3DGM_A  934   0.44289  1GL0_I  d1gl0i_  0-4-0    +B+0.-B-3.+B-2.-B-1.
3DGN_A  3350  0.45357  1TFI_A  d1tfia_  0-4-0    +B+0.-B-1.+B-2.-B-3.
3DGO_A  3350  0.44877  1TFI_A  d1tfia_  0-4-0    +B+0.-B-1.+B-2.-B-3.
3DGY_A  1881  0.89928  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
3DH2_A  1881  0.91295  1LNI_A  d1lnia_  0-6-1    +B+0.+C+0.+B+5.-B+4.+B+3.-B+2.+B+1.
3DHJ_A  1635  0.86438  1K5N_B  d1k5nb_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3DHM_A  1635  0.85918  1K5N_B  d1k5nb_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3DJ3_A  5271  0.88313  2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
3DJ9_A  1635  0.78454  1K5N_B  d1k5nb_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3DJM_A  1165  0.50919  1HXR_A  d1hxra_  0-4+7-0  +B+0.-E+0.+E-1.-B-1.+B-2.+E-2.-B-5.+B-6.+B-4.-B-3.+E+1.
3DJN_B  154   0.50794  1B8Z_A  d1b8za_  0-3-1    -C+0.+B+0.-B+1.+B+2.
3DKM_A  2015  0.69018  1MHN_A  d1mhna_  0-3-1    +B+0.-B-1.+B-2.-C+0.
3DLV_A  1880  0.81528  1LNG_A  d1lnga_  0-3-2    +B+0.-C+0.+B+2.-B+1.+C-1.
3DMI_A  347   0.94501  1CTJ_A  d1ctja_  0-2-2    +C+0.+B+0.-B+1.+C+1.
3DML_A  3418  0.65598  1TTZ_A  d1ttza_  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
3DP5_A  347   0.78022  1CTJ_A  d1ctja_  0-2-2    +C+0.+B+0.-B+1.+C+1.
3DQY_A  794   0.92107  1FQT_A  d1fqta_  0-4+4-0  +E+0.-E-1.+E-2.-B+0.+B-1.-B-2.+B-3.-E-3.
3DR0_A  347   0.94274  1CTJ_A  d1ctja_  0-2-2    +C+0.+B+0.-B+1.+C+1.
3DSG_A  1494  0.5081   1JJ2_R  d1jj2r_  1-4-1    +B+0.+C+0.-B+1.+A+0.-B+3.+B+2.
3DSO_A  563   0.45882  1ED7_A  d1ed7a_  0-2+3-0  +E+0.-B+0.+B+1.-E+1.-B+2.
3DWM_A  3890  0.73308  1VJK_A  d1vjka_  0-5-2    +B+0.-C+0.-B+1.+C-1.-B-3.-B-2.+B-1.
3DWY_A  2654  0.52306  1PTF_A  d1ptfa_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
3DXS_X  2473  0.9208   1OSD_A  d1osda_  0-3-2    +B+0.-C+0.+B+2.-B+1.+C-1.
3DYR_A  5757  0.98526  2TRX_A  d2trxa_  1-5-2    +B+0.-C+0.+B+2.-A+0.+B+1.-B+3.+B+4.-A+1.
3E0E_A  2216  0.68977  1NNX_A  d1nnxa_  1-8      -C+0.+B+0.+E+0.-B-4.-B-3.+E+1.+B-1.-B-2.-E+2.
3E0Z_A  2066  0.44804  1MSZ_A  d1msza_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
3E11_A  2506  0.51526  1OZ9_A  d1oz9a_  1-4-3    +B+0.-C+0.+B-1.-A+0.-B-3.+B-2.-C-1.+C-2.
3E21_A  346   0.39441  1CTF_A  d1ctfa_  0-3-2    +B+0.-C+0.-B+1.+C-1.-B-1.
3E3E_A  5620  0.98409  2IFQ_A  d2ifqa1  1-5-2    +B+0.-A+0.+B-2.-C+0.+B-1.-B-3.+B-4.-C-1.
3E6Z_X  276   0.61611  1C9O_A  d1c9oa_  0-4+4-0  +E+0.-B+0.+B-1.-B-2.+E+3.+B+1.-E+1.+E+2.
3E7R_L  2094  0.57517  1MYN_A  d1myna_  0-3-1    +B+0.-C+0.+B+2.-B+1.
3E7U_X  2094  0.56345  1MYN_A  d1myna_  0-3-1    +B+0.-C+0.+B+2.-B+1.
3E8V_A  2490  0.56035  1OWW_A  d1owwa_  0-3+4-0  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.+B+2.
3E9T_A  5208  0.86531  2DPK_A  d2dpka1  0-3+3-0  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.
3E9V_A  154   0.53615  1B8Z_A  d1b8za_  0-3-1    -C+0.+B+0.-B+1.+B+2.
3EAC_A  2245  0.89746  1NRV_A  d1nrva_  1-4-1    +B+0.-C+0.+B+1.-B+2.+B+3.-A+0.
3EAE_A  2015  0.71609  1MHN_A  d1mhna_  0-3-1    +B+0.-B-1.+B-2.-C+0.
3EAZ_A  2245  0.89818  1NRV_A  d1nrva_  1-4-1    +B+0.-C+0.+B+1.-B+2.+B+3.-A+0.
3EBX_A  5537  0.74802  2H8U_A  d2h8ua1  0-2+3-0  +E+0.-E+1.+B+0.-B+1.-B-1.
3EEC_A  5293  0.87785  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
3EFU_A  5007  0.87084  2BWF_A  d2bwfa1  0-3-2    +B+0.-B+1.+C+0.-C-1.+B-1.
3EG0_A  3475  0.87519  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
3EG2_A  3475  0.87061  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
3EG3_A  3475  0.87557  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
3EGU_A  3475  0.86369  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
3EHV_A  5293  0.84721  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
3EKC_A  1635  0.86086  1K5N_B  d1k5nb_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3ES6_B  936   0.6781   1GL4_B  d1gl4b_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3EUD_A  2989  0.72355  1RL1_A  d1rl1a_  0-3+4-0  +B+0.-B+1.+E+0.-E-1.+E-2.-B+3.+B+2.
3EUN_A  817   0.73202  1FXD_A  d1fxda_  0-2-2    -C+0.+B+0.-B-1.+C-1.
3EUU_A  844   0.82321  1G1C_A  d1g1ca_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3EVI_A  5620  0.80258  2IFQ_A  d2ifqa1  1-5-2    +B+0.-A+0.+B-2.-C+0.+B-1.-B-3.+B-4.-C-1.
3EXY_A  817   0.72718  1FXD_A  d1fxda_  0-2-2    -C+0.+B+0.-B-1.+C-1.
3EZI_A  1173  0.55243  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
3F0I_A  4630  0.80028  1Z3E_A  d1z3ea1  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
3F2E_A  2066  0.508    1MSZ_A  d1msza_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
3F3Q_A  3242  0.94198  1SYR_A  d1syra_  1-5-2    +B+0.-A+0.+B-2.-C+0.+B-1.-B-3.+B-4.-C-1.
3F3R_A  3242  0.92137  1SYR_A  d1syra_  1-5-2    +B+0.-A+0.+B-2.-C+0.+B-1.-B-3.+B-4.-C-1.
3F45_A  1407  0.50254  1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
3F6P_A  4685  0.89917  1ZES_A  d1zesa1  2-5-3    +B+0.-A+0.+B-1.-C+0.+B+1.-C+1.+B+2.-C+2.+B+3.-A+1.
3FAC_A  1165  0.53476  1HXR_A  d1hxra_  0-4+7-0  +B+0.-E+0.+E-1.-B-1.+B-2.+E-2.-B-5.+B-6.+B-4.-B-3.+E+1.
3FBL_A  3138  0.47935  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
3FD7_A  2454  0.96251  1ONC_A  d1onca_  1-4-2    +B+0.-C+0.+B+1.-A+0.-B+2.+B+3.+A+1.
3FDO_A  3601  0.68585  1UHR_A  d1uhra_  0-3-2    +B+0.-B-1.+A+0.-A+1.-B+1.
3FDR_A  2015  0.79237  1MHN_A  d1mhna_  0-3-1    +B+0.-B-1.+B-2.-C+0.
3FE6_A  2460  0.71165  1OOH_A  d1ooha_  0-2-2    +B+0.+B+1.-C+0.+C+1.
3FE8_A  2460  0.71346  1OOH_A  d1ooha_  0-2-2    +B+0.+B+1.-C+0.+C+1.
3FE9_A  2460  0.71811  1OOH_A  d1ooha_  0-2-2    +B+0.+B+1.-C+0.+C+1.
3FEA_A  3601  0.63804  1UHR_A  d1uhra_  0-3-2    +B+0.-B-1.+A+0.-A+1.-B+1.
3FEV_A  5537  0.84433  2H8U_A  d2h8ua1  0-2+3-0  +E+0.-E+1.+B+0.-B+1.-B-1.
3FF9_A  542   0.80978  1E87_A  d1e87a_  1-6-1    +B+0.-B-1.+C+0.-A+0.+B-3.-B-4.+B-5.+B-2.
3FG8_A  2281  0.65104  1NWZ_A  d1nwza_  1-6-1    +C+0.+B+0.-B+1.+B+2.+A+0.-B-3.+B-2.-B-1.
3FGH_A  2153  0.4333   1NCS_A  d1ncsa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
3FGX_A  183   0.48401  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
3FIF_A  1740  0.57481  1KQ1_A  d1kq1a_  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
3FKC_A  228   0.87548  1BUO_A  d1buoa_  0-3-2    +B+0.-B-1.+A+0.+B+1.-A-1.
3FLV_A  1173  0.45715  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
3FOG_A  4426  0.70709  1XTE_A  d1xtea_  0-3-2    +B+0.-B-1.+B-2.-C+0.+C-1.
3FOJ_A  945   0.73613  1GMX_A  d1gmxa_  2-5-3    +B+0.-A+0.+B-3.-A-2.+B-4.-C+0.+B-2.-C+1.+B-1.-A-1.
3FOP_A  1173  0.51826  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
3FP5_A  900   0.43933  1GCC_A  d1gcca_  0-3-1    +B+0.-B-1.+B-2.-C+0.
3FPN_A  3226  0.52839  1SVD_M  d1svdm1  0-4-2    -C+0.+B+0.-B+1.+C+1.-B-1.+B-2.
3FPN_B  4125  0.46885  1WHZ_A  d1whza_  0-3-2    -C+0.+B+0.-B-1.+B-2.-C-1.
3FPR_A  3648  0.39818  1UOY_A  d1uoya_  0-4+5-0  +B+0.+B-1.-E+0.+B-2.-E-2.+E-1.+E-3.-B-4.+B-3.
3FPT_A  563   0.40426  1ED7_A  d1ed7a_  0-2+3-0  +E+0.-B+0.+B+1.-E+1.-B+2.
3FQ6_A  408   0.5855   1DCJ_A  d1dcja_  0-4-2    +B+0.-C+0.+B+1.-C+1.+B+3.-B+2.
3FS7_A  1407  0.47381  1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
3FT1_A  4119  0.88994  1WHO_A  d1whoa_  0-4+4-0  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.+B+2.-E+1.
3FT9_A  4119  0.88658  1WHO_A  d1whoa_  0-4+4-0  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.+B+2.-E+1.
3FZ4_A  4630  0.79009  1Z3E_A  d1z3ea1  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
3FZ9_A  1757  0.84099  1KTE_A  d1ktea_  2-4-2    -C+0.+B+0.-A+0.+B-1.+C+1.-B+1.+B+2.-A+1.
3FZA_A  1757  0.83672  1KTE_A  d1ktea_  2-4-2    -C+0.+B+0.-A+0.+B-1.+C+1.-B+1.+B+2.-A+1.
3FZF_B  819   0.56043  1FXK_A  d1fxka_  0-2-2    -C+0.+B+0.-B+1.+C+1.
3FZH_B  819   0.55364  1FXK_A  d1fxka_  0-2-2    -C+0.+B+0.-B+1.+C+1.
3FZL_B  819   0.55621  1FXK_A  d1fxka_  0-2-2    -C+0.+B+0.-B+1.+C+1.
3G0L_A  2654  0.54747  1PTF_A  d1ptfa_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
3G0V_A  1407  0.46271  1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
3G1J_A  313   0.62258  1CKA_A  d1ckaa_  0-2+5-0  +B+0.-E+0.+E+1.-B-1.+B-2.-B-3.-B+1.
3G29_A  1407  0.47398  1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
3G3P_A  2919  0.85462  1R6O_C  d1r6oc1  0-3-2    +B+0.-C+0.-B+1.+C-1.-B-1.
3G74_A  4315  0.44638  1XAK_A  d1xaka_  0-3+4-0  +B+0.-E+0.+B-3.-E-2.+E-1.-B-2.+B-1.
3G98_A  742   0.58455  1FFG_B  d1ffgb_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3GA8_A  2153  0.43461  1NCS_A  d1ncsa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
3GAX_A  3005  0.90029  1ROA_A  d1roaa_  0-5-1    +B+0.+C+0.-B+1.+B+2.-B+3.+B+4.
3GBL_A  1635  0.89264  1K5N_B  d1k5nb_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3GDZ_A  4136  0.58487  1WIH_A  d1wiha_  0-4-1    +B+0.-B-1.+C+0.-B-3.+B-2.
3GEF_A  1243  0.92631  1IFR_A  d1ifra_  0-4+5-0  +B+0.-B+1.+E+0.-E+1.+B+2.-B+4.+B+3.-E-1.+E-2.
3GG3_A  2654  0.54641  1PTF_A  d1ptfa_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
3GJN_A  5319  0.43801  2FFG_A  d2ffga1  0-4-2    -C+0.+B+0.-B+1.+B+2.-B+3.+C+1.
3GK5_A  945   0.76809  1GMX_A  d1gmxa_  2-5-3    +B+0.-A+0.+B-3.-A-2.+B-4.-C+0.+B-2.-C+1.+B-1.-A-1.
3GKX_A  3030  0.81199  1RW1_A  d1rw1a_  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
3GN9_A  3316  0.83564  1T92_A  d1t92a_  0-3-1    +C+0.+B+0.-B-1.+B-2.
3GOE_A  5007  0.79264  2BWF_A  d2bwfa1  0-3-2    +B+0.-B+1.+C+0.-C-1.+B-1.
3GPK_A  1534  0.77461  1JNS_A  d1jnsa_  0-4-3    +B+0.-C+0.+C-1.-B-1.+C-2.+B+2.-B+1.
3GQ0_A  2919  0.85137  1R6O_C  d1r6oc1  0-3-2    +B+0.-C+0.-B+1.+C-1.-B-1.
3GQS_A  2888  0.82287  1R21_A  d1r21a_  0-5+6-0  +B+0.-B-1.+E+0.+E-1.-E+1.+E+2.-B+3.+B+4.-E+3.+B+2.-B+1.
3GRX_A  1071  0.79563  1H75_A  d1h75a_  1-4-2    +B+0.-C+0.+B+1.+A+0.-B-1.+B-2.-C-1.
3GSH_A  3138  0.5066   1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
3GSP_A  1181  0.99864  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
3GVA_A  3138  0.64364  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
3GXW_A  2245  0.688    1NRV_A  d1nrva_  1-4-1    +B+0.-C+0.+B+1.-B+2.+B+3.-A+0.
3GXX_A  383   0.67969  1D4T_A  d1d4ta_  1-6-1    +B+0.-C+0.+B+1.-B+2.+B+3.-B+4.+B+5.-A+0.
3GZF_A  3354  0.4595   1TGS_I  d1tgsi_  0-3-1    +B+0.-B+1.+C+0.-B-1.
3GZM_A  3693  0.53954  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
3H0F_A  313   0.8876   1CKA_A  d1ckaa_  0-2+5-0  +B+0.-E+0.+E+1.-B-1.+B-2.-B-3.-B+1.
3H0H_A  313   0.8661   1CKA_A  d1ckaa_  0-2+5-0  +B+0.-E+0.+E+1.-B-1.+B-2.-B-3.-B+1.
3H0I_A  3475  0.87623  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
3H1U_A  5293  0.88447  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
3H31_A  5557  0.64737  2HIP_A  d2hipa_  0-2+4-0  +B+0.+E+0.+B-3.-B-2.+B-1.-E-1.
3H33_A  3682  0.45478  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
3H34_A  3682  0.45269  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
3H4N_A  3682  0.43645  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
3H7S_A  5293  0.89189  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
3H8H_A  4171  0.7232   1WM3_A  d1wm3a_  0-5-1    +B+0.-B+1.+C+0.-B-2.+B-3.+B-1.
3H8M_A  4868  0.42381  2AXY_A  d2axya1  0-3-2    +B+0.-C+0.+B+2.-B+1.+C-1.
3H8Q_A  1757  0.81861  1KTE_A  d1ktea_  2-4-2    -C+0.+B+0.-A+0.+B-1.+C+1.-B+1.+B+2.-A+1.
3H92_A  4388  0.58413  1XMK_A  d1xmka1  1-3-2    +C+0.+B+0.+A+0.+B-2.-B-1.+C-1.
3H9D_A  5761  0.87402  2Z0D_B  d2z0db1  0-4-2    +B+0.-B+1.+C+0.-B-2.-C-1.+B-1.
3HAK_A  1184  0.60568  1I17_A  d1i17a_  1-3-2    +B+0.+B+1.+B-1.-C+0.-A+0.+C+1.
3HAU_A  5682  0.93327  2NMZ_A  d2nmza1  0-7-0    +B+0.-B+1.+B+3.+B+6.-B+5.+B+4.-B+2.
3HAW_A  5682  0.94017  2NMZ_A  d2nmza1  0-7-0    +B+0.-B+1.+B+3.+B+6.-B+5.+B+4.-B+2.
3HBO_A  5682  0.92327  2NMZ_A  d2nmza1  0-7-0    +B+0.-B+1.+B+3.+B+6.-B+5.+B+4.-B+2.
3HDK_A  5682  0.93045  2NMZ_A  d2nmza1  0-7-0    +B+0.-B+1.+B+3.+B+6.-B+5.+B+4.-B+2.
